company_name,company_index,label,confidence,description
N/A,405,Furniture Manufacturing,0.5148516297340393,"한솔사무용가구 is an office furniture store located in Hongseong-gun, South Chungcheong, South Korea. The c"
N/A,408,Building Cleaning Services,0.5882278680801392,Clean Zero is a company that specializes in providing a range of environmentally friendly and sustai
N/A,408,Street Cleaning Operations,0.5348032712936401,Clean Zero is a company that specializes in providing a range of environmentally friendly and sustai
N/A,409,Road Maintenance Services,0.5121795535087585,"Garza is a company that specializes in car repair, spare parts, maintenance, and care services. They"
N/A,410,Plastic Manufacturing,0.5563028454780579,Plastikakril.shop is a company that specializes in the production of facades made from 18mm MDF with
N/A,410,Cosmetic Manufacturing,0.5330507755279541,Plastikakril.shop is a company that specializes in the production of facades made from 18mm MDF with
N/A,414,Pet Food Manufacturing,0.5674718022346497,PetaniMandiri is an Indonesian agro-industry company that specializes in the production and sale of 
N/A,415,Pesticide Application Services,0.5108652114868164,Sikat Hama is a professional pest control and pest control service company based in Indonesia. They 
N/A,420,Residential Roofing Services,0.5727584362030029,"Bean & Mallow Exteriors, Inc. is a company that specializes in providing exterior services for both "
N/A,423,Real Estate Services,0.5001949071884155,Lrqm.com is a domain name that is currently available for purchase on BIN Sales. The domain is liste
N/A,431,Sports Management Services,0.5617461800575256,KF8 Sport Management is a company that specializes in providing support to national athletes in vari
N/A,434,Wood Product Manufacturing,0.5196363925933838,Lezzer Lumber is a building materials supplier located in Butler. Their mission is to be the preferr
N/A,435,Road Maintenance Services,0.5061076879501343,Autoteile PM is a German company that offers a range of services related to automotive repair and ma
N/A,436,Food Processing Services,0.5055069923400879,"Guangdong Haoke Da Health Industry Development Co., Ltd. is a food supply enterprise that specialize"
N/A,436,Meat Processing Services,0.5011520385742188,"Guangdong Haoke Da Health Industry Development Co., Ltd. is a food supply enterprise that specialize"
N/A,438,Travel Services,0.5734086036682129,"The ""To Go Office"" is a travel agency located in Constanța, Romania. ['Travel Agency Services for Va"
N/A,446,Pipeline Construction Services,0.6615816950798035,EnCompass Pipeline is a company that specializes in pipeline construction and underground utility sy
N/A,460,Gas Manufacturing Services,0.5264335870742798,Alorem is a global leader in the field of equipment for combustible liquid storage and flow manageme
N/A,461,Insulation Services,0.6564667224884033,"Isolatiebedrijven is a company that specializes in insulation services for homes in Flanders, Belgiu"
N/A,466,Livestock Dealer Services,0.545937180519104,Marlea Angus is an Australian breeding enterprise located on the Mid North Coast of New South Wales.
N/A,471,Travel Services,0.5200212001800537,Flyers Club is a travel company that aims to create a world where anyone can travel fear-free and an
N/A,474,Mobile Home Construction Services,0.5218327045440674,JB Homes is a Polish company that specializes in the manufacturing of all-season mobile homes. They 
N/A,475,Real Estate Services,0.5416823625564575,"RoJay Select Homes LLC is a fast-growing, client-driven, property-buying company that specializes in"
N/A,484,Paper Production Services,0.6104105710983276,"Paper Planet S.R.L. is a company based in Modugno, Italy, operating in the packaging and distributio"
N/A,496,Management Consulting,0.6809471845626831,The company specializes in assisting early-stage technology companies in expanding their sales organ
N/A,496,Consulting Services,0.6190255284309387,The company specializes in assisting early-stage technology companies in expanding their sales organ
N/A,496,Business Development Services,0.5797884464263916,The company specializes in assisting early-stage technology companies in expanding their sales organ
N/A,503,Travel Services,0.5284379720687866,The Travel Committed Code of Conduct (Tccc) is a project created through a partnership between touri
N/A,504,Bakery Production Services,0.5394217371940613,"Kumkaya (Kumkaja) is a Turkish manufacturer of bakery and confectionery equipment, specializing in t"
N/A,505,Insurance Services,0.5974069237709045,"ApniPolicy Motor Insurance is a motor insurance company based in New Delhi, India. Their mission is "
N/A,507,Veterinary Services,0.523333728313446,Tierärzte Hecking-Veltman is a small animal practice run by Dr. Julia and Dr. Ulrich Hecking Veltman
N/A,511,Insurance Services,0.5320515632629395,"MAJS Seguros is an insurance brokerage company based in Salvador, Brazil. They offer a variety of in"
N/A,515,Fire Safety Equipment Services,0.6718229055404663,"SOAN Impianti Aosta is a company that specializes in fire prevention services, particularly in the m"
N/A,515,Fire Protection System Services,0.6309102773666382,"SOAN Impianti Aosta is a company that specializes in fire prevention services, particularly in the m"
N/A,522,Window and Door Manufacturing,0.5230984091758728,"The Operator Depot is a company based in Santa Clarita, California, United States. It operates in th"
N/A,522,Carpet Manufacturing Services,0.5182810425758362,"The Operator Depot is a company based in Santa Clarita, California, United States. It operates in th"
N/A,526,Commercial Construction Services,0.5948286056518555,The company is a Chinese enterprise that specializes in various engineering and construction project
N/A,526,Multi-Family Construction Services,0.5023818612098694,The company is a Chinese enterprise that specializes in various engineering and construction project
N/A,537,Software Manufacturing,0.5052840709686279,The Printed Circuit Board Design Service is a company that specializes in providing quality printed 
N/A,540,Plastic Manufacturing,0.5410851240158081,3dwards Additives is a company that specializes in prototyping and manufacturing machine tools and p
N/A,543,Agricultural Equipment Services,0.5345464944839478,"GP Restoration Solutions is a Canadian company based in Cremona, Alberta that specializes in providi"
N/A,543,Grain Processing Services,0.5114115476608276,"GP Restoration Solutions is a Canadian company based in Cremona, Alberta that specializes in providi"
N/A,543,Timber Harvesting Operations,0.5019094944000244,"GP Restoration Solutions is a Canadian company based in Cremona, Alberta that specializes in providi"
N/A,546,Industrial Plumbing Services,0.5123246908187866,STAK Satelink is a Ukrainian company that specializes in the production and distribution of plumbing
N/A,547,Travel Services,0.5017654895782471,Exclusivestoreslogistics is a transportation and cargo company that offers a range of services to ma
N/A,549,Livestock Dealer Services,0.5418983697891235,Latigo Livestock Air Transport is a company that specializes in equine and livestock air transportat
N/A,550,Dairy Production Services,0.5126081705093384,"Anusaya Dhundh Dairy is a dairy store located in Akola, Maharashtra, India. ['Fluid Milk Industry'] "
N/A,551,Event Planning Services,0.6374322175979614,"EventTales is a blog that provides inspiration for wedding and baptism planning, decorations, bridal"
N/A,555,Coffee Processing Services,0.602077841758728,"Il Caffè Ricordi is a small company that specializes in the production, industrialization, and trade"
N/A,556,Rubber Manufacturing,0.5976695418357849,"Kingwork New Materials Co., Ltd is a professional company that specializes in the production of rubb"
N/A,556,Bedding Manufacturing,0.5474112033843994,"Kingwork New Materials Co., Ltd is a professional company that specializes in the production of rubb"
N/A,560,Fire Safety Equipment Services,0.5889511108398438,"Hunan People's Volunteer Fire Protection Safety Service Group Co., Ltd. is a company based in Hunan "
N/A,560,Fire Protection System Services,0.5153944492340088,"Hunan People's Volunteer Fire Protection Safety Service Group Co., Ltd. is a company based in Hunan "
N/A,561,Furniture Manufacturing,0.5526540279388428,"Guangzhou Duolisi Furniture Co., Ltd. is a modern enterprise that specializes in the manufacture and"
N/A,563,Agricultural Machinery Installation,0.5376131534576416,"Rigoni Máquinas agrícolas is a company that specializes in the purchase, sale, and refurbishment of "
N/A,563,Agricultural Equipment Services,0.5218591690063477,"Rigoni Máquinas agrícolas is a company that specializes in the purchase, sale, and refurbishment of "
N/A,579,Commercial Electrical Services,0.5670315027236938,"S.M Electrical is a business located in Bareilly, Uttar Pradesh, India. It operates as an electrical"
N/A,579,Residential Electrical Services,0.5142996311187744,"S.M Electrical is a business located in Bareilly, Uttar Pradesh, India. It operates as an electrical"
N/A,580,Wood Product Manufacturing,0.5218797922134399,"Guangxi KALA Timber Co., Ltd. is a key promotion project located in Guangxi province, China. Establi"
N/A,587,E-Commerce Services,0.5494403839111328,Zahradnipitko is a company that operates an e-shop. They offer a variety of products for sale and ac
N/A,590,Bakery Production Services,0.507494330406189,"JALYNS MARKET is a company categorized as a food products supplier. It is located in Annaheim, Saska"
N/A,595,Financial Services,0.5628551244735718,Tender Support is a company that provides procurement support services for all types of procurement 
N/A,599,Asphalt Production Services,0.632899820804596,"The company specializes in the production and sale of various water treatment equipment, including a"
N/A,599,Waterproofing Services,0.5247277021408081,"The company specializes in the production and sale of various water treatment equipment, including a"
N/A,599,Carpet Manufacturing Services,0.5053302049636841,"The company specializes in the production and sale of various water treatment equipment, including a"
N/A,610,Window and Door Manufacturing,0.56523197889328,Serramenti Pisanello is a company that specializes in the manufacturing of doors. They are known for
N/A,612,Catering Services,0.6891934871673584,Jacks Fine Dining and Catering is a personal chef service company that specializes in creating eleva
N/A,612,Food Safety Services,0.543358325958252,Jacks Fine Dining and Catering is a personal chef service company that specializes in creating eleva
N/A,612,Food Processing Services,0.5213330984115601,Jacks Fine Dining and Catering is a personal chef service company that specializes in creating eleva
N/A,613,Elevator Installation Services,0.5225625038146973,Fujihd Elevator Factory is a world-class elevator manufacturer and factory based in China. They offe
N/A,614,Advertising Services,0.5121662616729736,Malappuram Classifieds is a free classifieds listing and business directory website that provides a 
N/A,617,Grain Processing Services,0.5834367275238037,Camgrain is a farmer-owned co-operative in the UK that was established in 1983. It is the only farme
N/A,617,Agricultural Equipment Services,0.56218421459198,Camgrain is a farmer-owned co-operative in the UK that was established in 1983. It is the only farme
N/A,617,Gardening Services,0.5064572691917419,Camgrain is a farmer-owned co-operative in the UK that was established in 1983. It is the only farme
N/A,618,Fire Safety Equipment Services,0.7032335996627808,"Freedom Fire Equipment is a company specializing in the manufacturing of firefighting equipment, inc"
N/A,618,Fire Protection System Services,0.5297122597694397,"Freedom Fire Equipment is a company specializing in the manufacturing of firefighting equipment, inc"
N/A,628,Financial Services,0.7150205969810486,The company is a financial services provider that offers assistance to businesses in managing their 
N/A,628,Corporate Responsibility Services,0.6363645792007446,The company is a financial services provider that offers assistance to businesses in managing their 
N/A,632,Human Resources Services,0.5550520420074463,Dorien is an experienced and energetic HR professional with a human touch. As an interim HR professi
N/A,632,Management Consulting,0.5027338266372681,Dorien is an experienced and energetic HR professional with a human touch. As an interim HR professi
N/A,632,Consulting Services,0.500503659248352,Dorien is an experienced and energetic HR professional with a human touch. As an interim HR professi
N/A,637,Insurance Services,0.5494576096534729,"AGREE Kft. is a company that specializes in car registration, car equipment, and insurance services."
N/A,643,Livestock Dealer Services,0.514814555644989,Oviaragón is a cooperative group that has been improving the profitability and quality of life for s
N/A,651,Event Planning Services,0.5789096355438232,"Jaimala Plannerz is an event planning and wedding coordination company based in Delhi, India. With o"
N/A,657,Cabinetry Manufacturing,0.646704912185669,"Ronk Cabinet and Woodworking, inc. is a company based in Roanoke, Virginia, United States. It specia"
N/A,657,Furniture Manufacturing,0.5483989119529724,"Ronk Cabinet and Woodworking, inc. is a company based in Roanoke, Virginia, United States. It specia"
N/A,663,Gas Manufacturing Services,0.5362295508384705,Corado Service is a company that operates in three separate business buildings in Nis and Bulevar Ca
N/A,663,Air Duct Cleaning Services,0.508644700050354,Corado Service is a company that operates in three separate business buildings in Nis and Bulevar Ca
N/A,664,Window and Door Manufacturing,0.5137720704078674,The company specializes in the production and installation of skylights and sliding glass doors in t
N/A,669,Dairy Production Services,0.5700381994247437,Odessa Dairy Farm is a company that has been producing high-quality baby food products for over 50 y
N/A,674,Consulting Services,0.5375924110412598,"Padgett Business Services is a Canadian company based in Edmonton, AB that provides tax, accounting,"
N/A,674,Business Development Services,0.5169400572776794,"Padgett Business Services is a Canadian company based in Edmonton, AB that provides tax, accounting,"
N/A,691,Gas Manufacturing Services,0.5114644169807434,The Aluminum Casting and Metal Casting Industry Corporation is a Turkish company that specializes in
N/A,694,Furniture Manufacturing,0.6876322031021118,"Aridel Furniture is a furniture company based in Odintsovo, Moscow that specializes in the productio"
N/A,694,Cabinetry Manufacturing,0.567188024520874,"Aridel Furniture is a furniture company based in Odintsovo, Moscow that specializes in the productio"
N/A,694,Bedding Manufacturing,0.5019785165786743,"Aridel Furniture is a furniture company based in Odintsovo, Moscow that specializes in the productio"
N/A,697,Asphalt Production Services,0.5625664591789246,"Tar Surfacing and Paving is a local business based in Brakpan, Johannesburg, South Africa. Establish"
N/A,697,Road Maintenance Services,0.5503849983215332,"Tar Surfacing and Paving is a local business based in Brakpan, Johannesburg, South Africa. Establish"
N/A,704,Gas Manufacturing Services,0.688274085521698,"The company is a professional manufacturer of industrial gas equipment, specializing in the research"
N/A,706,Legal Services,0.5731419324874878,The company is a business analysis and English translation service provider. ['Law Firm Specializing
N/A,706,Corporate Responsibility Services,0.5410030484199524,The company is a business analysis and English translation service provider. ['Law Firm Specializing
N/A,706,Insurance Services,0.505035936832428,The company is a business analysis and English translation service provider. ['Law Firm Specializing
N/A,709,Well Drilling Services,0.5295236706733704,"Basin Energy, Inc. is an American oil and gas exploration and production company that focuses on max"
N/A,718,Pallet Manufacturing,0.623464822769165,East Industries is a company that specializes in supplying new and remanufactured pallets to busines
N/A,725,Furniture Manufacturing,0.515074610710144,"Exetera is a wholesale company based in Moscow that specializes in the sales of interior items, furn"
N/A,731,Fire Safety Equipment Services,0.5404998660087585,"K M ENTERPRISE is a company based in Ahmedabad, Gujarat, India. It operates as a supplier of fire pr"
